student_id,date,age,gender,country,grade,mood,stress_level,sleep_hours,screen_time_hours,used_ai_today,ai_tool,journaled_today,meditated_today,exercised_today,social_interaction_rating,support_feeling
S0001,2025-01-24,15,Female,USA,11th,5,5,6.8,8.1,True,Grammarly,True,False,False,9,9
S0001,2025-01-25,15,Female,USA,11th,4,7,4.1,2.6,True,EduChat,False,True,False,8,9
S0001,2025-01-26,15,Female,USA,11th,7,3,6.9,4.9,True,Notion AI,True,False,True,8,6
S0001,2025-01-27,15,Female,USA,11th,3,7,5.3,5.8,False,None,False,True,True,5,4
S0001,2025-01-28,15,Female,USA,11th,3,7,1.7,9.0,False,None,False,False,True,6,5
S0001,2025-01-29,15,Female,USA,11th,4,6,6.4,6.3,False,None,False,False,True,9,5
S0001,2025-01-30,15,Female,USA,11th,3,6,5.6,8.3,False,None,False,False,False,7,8
S0002,2025-01-01,17,Other,Canada,11th,5,4,7.4,9.5,True,Grammarly,False,False,False,4,7
S0002,2025-01-02,17,Other,Canada,11th,7,4,6.5,8.1,False,None,False,False,False,4,6
S0002,2025-01-03,17,Other,Canada,11th,5,6,5.5,6.9,True,EduChat,True,False,True,4,7
S0002,2025-01-04,17,Other,Canada,11th,5,5,4.9,7.0,True,Grammarly,True,False,False,7,8
S0002,2025-01-05,17,Other,Canada,11th,8,2,7.2,6.1,True,Notion AI,True,False,True,6,4
S0002,2025-01-06,17,Other,Canada,11th,4,6,7.7,6.5,True,Phind,True,False,False,7,6
S0002,2025-01-07,17,Other,Canada,11th,4,6,4.7,3.0,True,Notion AI,True,False,False,7,6
S0002,2025-01-08,17,Other,Canada,11th,9,1,7.6,6.8,False,None,True,False,False,7,8
S0002,2025-01-09,17,Other,Canada,11th,6,4,6.6,4.2,False,None,True,False,False,7,8
S0002,2025-01-10,17,Other,Canada,11th,8,2,6.8,5.9,True,Grammarly,False,False,True,5,5
S0002,2025-01-11,17,Other,Canada,11th,3,8,6.1,3.8,False,None,False,False,True,6,9
S0002,2025-01-12,17,Other,Canada,11th,9,2,9.2,8.3,True,EduChat,True,False,False,7,4
S0002,2025-01-13,17,Other,Canada,11th,9,1,6.7,6.2,False,None,False,False,True,7,9
S0002,2025-01-14,17,Other,Canada,11th,4,5,7.8,4.6,True,Grammarly,True,False,False,4,4
S0002,2025-01-15,17,Other,Canada,11th,4,6,8.3,5.1,False,None,True,False,True,9,6
S0002,2025-01-16,17,Other,Canada,11th,9,1,6.6,8.4,True,Grammarly,False,True,False,4,5
S0002,2025-01-17,17,Other,Canada,11th,8,1,2.9,9.1,True,Grammarly,True,False,False,8,7
S0002,2025-01-18,17,Other,Canada,11th,9,1,7.0,9.9,False,None,True,True,False,7,7
S0002,2025-01-19,17,Other,Canada,11th,5,4,7.2,4.8,True,Notion AI,False,False,True,6,7
S0002,2025-01-20,17,Other,Canada,11th,9,2,7.1,3.8,True,ChatGPT,False,False,False,6,7
S0002,2025-01-21,17,Other,Canada,11th,7,3,7.3,8.1,True,Notion AI,True,True,False,4,9
S0002,2025-01-22,17,Other,Canada,11th,6,5,6.5,11.2,False,None,True,True,False,4,6
S0002,2025-01-23,17,Other,Canada,11th,4,7,8.3,9.9,True,Notion AI,True,False,False,3,7
S0002,2025-01-24,17,Other,Canada,11th,5,6,8.0,5.0,True,ChatGPT,True,False,True,8,7
S0002,2025-01-25,17,Other,Canada,11th,3,6,4.5,11.2,True,Gemini,True,True,True,5,4
S0002,2025-01-26,17,Other,Canada,11th,7,4,6.3,7.2,True,EduChat,False,False,False,3,5
S0002,2025-01-27,17,Other,Canada,11th,9,1,5.0,10.4,True,Phind,False,True,False,4,6
S0002,2025-01-28,17,Other,Canada,11th,3,8,6.5,7.1,False,None,False,False,True,7,4
S0002,2025-01-29,17,Other,Canada,11th,5,6,5.7,5.9,True,Grammarly,True,False,True,4,7
S0002,2025-01-30,17,Other,Canada,11th,7,2,5.3,10.7,False,None,True,False,False,9,9
S0003,2025-01-01,17,Female,USA,9th,6,3,8.6,5.7,True,Grammarly,True,False,False,8,7
S0003,2025-01-02,17,Female,USA,9th,8,1,6.8,3.7,True,Gemini,True,True,False,3,8
S0003,2025-01-03,17,Female,USA,9th,3,8,7.3,9.2,False,None,False,False,False,4,6
S0003,2025-01-04,17,Female,USA,9th,5,5,5.3,6.6,False,None,True,False,False,3,8
S0003,2025-01-05,17,Female,USA,9th,6,4,4.2,3.7,True,Phind,False,True,True,3,4
S0003,2025-01-06,17,Female,USA,9th,4,7,7.7,12.6,True,ChatGPT,True,False,True,7,7
S0003,2025-01-07,17,Female,USA,9th,6,4,6.2,3.9,True,Grammarly,True,False,True,4,6
S0003,2025-01-08,17,Female,USA,9th,8,3,8.0,8.2,True,ChatGPT,False,False,False,9,7
S0003,2025-01-09,17,Female,USA,9th,3,6,7.4,7.8,False,None,True,False,False,5,5
S0003,2025-01-10,17,Female,USA,9th,8,2,6.1,8.4,True,EduChat,True,False,False,7,9
S0003,2025-01-11,17,Female,USA,9th,7,3,5.5,10.5,True,EduChat,True,False,True,4,9
S0003,2025-01-12,17,Female,USA,9th,4,6,0.2,6.9,False,None,True,True,False,7,7
S0003,2025-01-13,17,Female,USA,9th,5,5,4.8,10.4,True,Gemini,False,False,False,6,5
S0003,2025-01-14,17,Female,USA,9th,6,4,5.5,6.2,True,Notion AI,False,False,True,6,8
S0003,2025-01-15,17,Female,USA,9th,3,8,5.1,5.6,True,EduChat,True,False,True,5,8
S0003,2025-01-16,17,Female,USA,9th,3,6,10.1,8.1,True,ChatGPT,True,False,False,9,8
S0003,2025-01-17,17,Female,USA,9th,7,2,6.9,6.1,True,Notion AI,False,True,False,4,7
S0003,2025-01-18,17,Female,USA,9th,6,4,7.5,7.4,True,ChatGPT,False,True,True,3,5
S0003,2025-01-19,17,Female,USA,9th,9,1,5.5,6.3,True,Phind,True,False,False,9,4
S0003,2025-01-20,17,Female,USA,9th,5,6,6.5,2.0,False,None,True,False,False,7,8
S0003,2025-01-21,17,Female,USA,9th,8,2,9.0,6.6,False,None,True,True,True,5,5
S0003,2025-01-22,17,Female,USA,9th,9,1,4.5,8.0,True,ChatGPT,True,False,True,3,9
S0003,2025-01-23,17,Female,USA,9th,5,6,5.1,2.0,True,Gemini,True,False,False,9,6
S0003,2025-01-24,17,Female,USA,9th,5,4,6.5,9.3,False,None,False,False,False,4,9
S0003,2025-01-25,17,Female,USA,9th,8,3,4.4,5.3,True,ChatGPT,True,False,True,4,4
S0003,2025-01-26,17,Female,USA,9th,4,7,6.3,4.6,False,None,True,False,False,4,4
S0003,2025-01-27,17,Female,USA,9th,4,7,5.6,4.5,False,None,True,False,False,3,9
S0003,2025-01-28,17,Female,USA,9th,8,2,5.3,6.5,True,Notion AI,True,True,False,5,8
S0003,2025-01-29,17,Female,USA,9th,4,5,7.9,9.3,False,None,True,False,False,6,4
S0003,2025-01-30,17,Female,USA,9th,6,5,6.9,4.1,True,Phind,True,False,False,5,4
S0004,2025-01-01,17,Female,USA,12th,6,3,6.0,4.9,False,None,False,False,False,5,5
S0004,2025-01-02,17,Female,USA,12th,4,5,5.0,8.9,True,Notion AI,True,False,True,9,4
S0004,2025-01-03,17,Female,USA,12th,5,4,7.0,4.7,True,EduChat,False,True,True,9,4
S0004,2025-01-04,17,Female,USA,12th,7,2,5.4,5.4,True,Grammarly,False,False,True,9,8
S0004,2025-01-05,17,Female,USA,12th,9,1,5.9,6.7,False,None,False,True,False,8,5
S0004,2025-01-06,17,Female,USA,12th,4,5,6.4,8.4,True,ChatGPT,True,False,True,5,5
S0004,2025-01-07,17,Female,USA,12th,9,1,1.6,7.8,True,EduChat,False,True,True,3,7
S0004,2025-01-08,17,Female,USA,12th,4,5,6.3,8.3,False,None,False,True,False,5,5
S0004,2025-01-09,17,Female,USA,12th,6,4,5.5,6.0,False,None,False,False,True,3,6
S0004,2025-01-10,17,Female,USA,12th,9,1,5.7,6.4,True,Notion AI,False,True,False,6,6
S0004,2025-01-11,17,Female,USA,12th,4,7,6.5,5.7,True,ChatGPT,True,False,True,6,7
S0004,2025-01-12,17,Female,USA,12th,6,3,6.7,8.3,False,None,False,False,True,8,7
S0004,2025-01-13,17,Female,USA,12th,4,6,4.5,5.3,False,None,False,False,False,6,4
S0004,2025-01-14,17,Female,USA,12th,4,6,8.7,6.1,False,None,True,False,True,4,7
S0004,2025-01-15,17,Female,USA,12th,3,8,5.3,4.6,True,Gemini,False,True,True,4,8
S0004,2025-01-16,17,Female,USA,12th,7,2,5.7,5.1,True,Phind,False,False,False,7,4
S0004,2025-01-17,17,Female,USA,12th,7,4,6.7,7.4,True,Grammarly,False,False,False,6,4
S0004,2025-01-18,17,Female,USA,12th,4,5,5.3,3.8,True,Grammarly,True,True,True,7,9
S0004,2025-01-19,17,Female,USA,12th,5,4,6.1,6.5,False,None,True,False,False,3,4
S0004,2025-01-20,17,Female,USA,12th,5,6,7.5,6.3,False,None,True,False,True,5,7
S0004,2025-01-21,17,Female,USA,12th,3,8,5.5,3.7,True,Gemini,True,False,True,4,4
S0004,2025-01-22,17,Female,USA,12th,4,6,5.9,5.8,False,None,False,False,False,4,6
S0004,2025-01-23,17,Female,USA,12th,9,1,6.7,7.2,True,Grammarly,True,False,False,7,4
S0004,2025-01-24,17,Female,USA,12th,4,6,4.2,8.1,True,Gemini,False,False,False,9,8
S0004,2025-01-25,17,Female,USA,12th,4,6,6.9,5.2,False,None,False,False,False,8,5
S0004,2025-01-26,17,Female,USA,12th,4,7,9.4,5.6,True,EduChat,True,True,False,5,6
S0004,2025-01-27,17,Female,USA,12th,4,7,8.5,6.5,True,Gemini,True,True,True,5,5
S0004,2025-01-28,17,Female,USA,12th,4,5,4.3,7.8,True,ChatGPT,False,False,False,6,6
S0004,2025-01-29,17,Female,USA,12th,5,4,3.0,8.5,False,None,True,False,True,3,5
S0004,2025-01-30,17,Female,USA,12th,8,2,5.5,10.6,False,None,True,False,True,5,6
S0005,2025-01-01,16,Male,USA,9th,6,3,7.3,9.3,True,Phind,True,False,False,4,9
S0005,2025-01-02,16,Male,USA,9th,6,5,5.5,5.9,True,Gemini,True,True,False,3,6
S0005,2025-01-03,16,Male,USA,9th,4,6,8.4,4.3,True,EduChat,True,False,True,4,9
S0005,2025-01-04,16,Male,USA,9th,8,2,7.6,7.7,True,Gemini,False,False,True,4,7
S0005,2025-01-05,16,Male,USA,9th,6,4,6.6,7.8,True,Notion AI,False,True,True,7,9
S0005,2025-01-06,16,Male,USA,9th,5,4,6.4,7.4,True,ChatGPT,False,True,True,9,6
S0005,2025-01-07,16,Male,USA,9th,5,6,5.5,4.6,True,Gemini,False,False,True,9,5
S0005,2025-01-08,16,Male,USA,9th,4,5,6.6,9.1,False,None,True,True,False,4,9
S0005,2025-01-09,16,Male,USA,9th,3,7,6.8,9.6,False,None,True,True,True,8,9
S0005,2025-01-10,16,Male,USA,9th,6,3,9.1,8.0,False,None,False,False,False,3,5
S0005,2025-01-11,16,Male,USA,9th,4,7,7.5,6.4,False,None,True,False,False,3,7
S0005,2025-01-12,16,Male,USA,9th,6,5,3.1,8.4,True,Phind,True,False,False,5,5
S0005,2025-01-13,16,Male,USA,9th,3,8,5.2,8.8,True,ChatGPT,True,False,False,4,7
S0005,2025-01-14,16,Male,USA,9th,6,3,5.7,10.2,True,Grammarly,False,True,False,4,5
S0005,2025-01-15,16,Male,USA,9th,8,3,5.4,7.9,True,Phind,False,False,False,5,9
S0005,2025-01-16,16,Male,USA,9th,9,1,8.2,0.3,True,Gemini,True,False,False,6,4
S0005,2025-01-17,16,Male,USA,9th,4,6,5.8,10.7,False,None,False,True,False,5,6
S0005,2025-01-18,16,Male,USA,9th,7,2,3.5,6.4,True,ChatGPT,True,False,True,8,8
S0005,2025-01-19,16,Male,USA,9th,9,1,7.6,5.2,True,Gemini,True,True,False,5,7
S0005,2025-01-20,16,Male,USA,9th,6,3,6.0,5.0,True,ChatGPT,False,False,False,3,5
S0005,2025-01-21,16,Male,USA,9th,8,3,7.8,9.5,False,None,True,False,False,9,4
S0005,2025-01-22,16,Male,USA,9th,5,5,7.0,7.1,False,None,True,False,True,6,8
S0005,2025-01-23,16,Male,USA,9th,7,3,4.2,8.1,True,ChatGPT,True,False,False,9,5
S0005,2025-01-24,16,Male,USA,9th,4,6,8.0,5.2,False,None,False,True,False,7,6
S0005,2025-01-25,16,Male,USA,9th,6,3,5.8,7.5,True,ChatGPT,True,False,False,3,9
S0005,2025-01-26,16,Male,USA,9th,4,5,4.1,8.5,False,None,False,True,True,3,8
S0005,2025-01-27,16,Male,USA,9th,5,5,6.5,7.5,True,EduChat,True,False,True,9,7
S0005,2025-01-28,16,Male,USA,9th,8,1,6.7,4.0,True,ChatGPT,False,False,False,3,8
S0005,2025-01-29,16,Male,USA,9th,4,5,4.1,2.6,True,Notion AI,False,False,False,6,4
S0005,2025-01-30,16,Male,USA,9th,9,2,6.2,9.8,True,EduChat,False,False,False,7,7
S0006,2025-01-01,17,Other,Brazil,11th,3,7,2.4,10.6,True,EduChat,True,False,True,4,4
S0006,2025-01-02,17,Other,Brazil,11th,5,4,8.5,3.8,False,None,False,True,True,3,4
S0006,2025-01-03,17,Other,Brazil,11th,3,6,6.2,7.7,False,None,True,True,False,6,6
S0006,2025-01-04,17,Other,Brazil,11th,3,8,8.0,5.6,True,EduChat,True,True,False,3,9
S0006,2025-01-05,17,Other,Brazil,11th,7,3,7.1,9.3,True,ChatGPT,False,True,False,9,7
S0006,2025-01-06,17,Other,Brazil,11th,3,6,3.5,8.6,False,None,True,False,False,4,5
S0006,2025-01-07,17,Other,Brazil,11th,6,3,7.5,5.0,True,Notion AI,True,False,True,6,9
S0006,2025-01-08,17,Other,Brazil,11th,3,7,10.1,6.3,False,None,True,True,False,4,4
S0006,2025-01-09,17,Other,Brazil,11th,8,3,7.0,5.6,True,Notion AI,True,False,False,7,5
S0006,2025-01-10,17,Other,Brazil,11th,5,6,6.2,6.8,True,EduChat,False,False,False,9,5
S0006,2025-01-11,17,Other,Brazil,11th,8,3,4.6,7.9,True,Notion AI,False,False,False,8,9
S0006,2025-01-12,17,Other,Brazil,11th,8,1,3.0,5.0,True,Notion AI,True,False,True,8,7
S0006,2025-01-13,17,Other,Brazil,11th,3,6,6.7,7.8,True,EduChat,True,True,False,7,4
S0006,2025-01-14,17,Other,Brazil,11th,5,6,7.9,5.8,False,None,True,False,False,8,5
S0006,2025-01-15,17,Other,Brazil,11th,7,4,5.5,7.9,True,ChatGPT,False,False,False,6,5
S0006,2025-01-16,17,Other,Brazil,11th,9,1,6.3,6.1,True,Grammarly,False,True,True,5,5
S0006,2025-01-17,17,Other,Brazil,11th,9,1,5.8,8.3,True,Phind,False,False,True,5,9
S0006,2025-01-18,17,Other,Brazil,11th,7,2,6.2,3.1,True,Phind,True,True,True,9,6
S0006,2025-01-19,17,Other,Brazil,11th,9,1,6.8,4.3,False,None,False,True,False,8,6
S0006,2025-01-20,17,Other,Brazil,11th,7,4,4.4,10.2,False,None,False,True,False,4,4
S0006,2025-01-21,17,Other,Brazil,11th,9,1,5.6,5.4,True,Phind,False,False,False,8,4
S0006,2025-01-22,17,Other,Brazil,11th,9,1,6.3,6.1,True,EduChat,True,True,False,3,5
S0006,2025-01-23,17,Other,Brazil,11th,5,4,5.9,8.3,True,ChatGPT,True,False,False,3,4
S0006,2025-01-24,17,Other,Brazil,11th,9,2,8.0,9.2,True,Phind,False,True,False,3,4
S0006,2025-01-25,17,Other,Brazil,11th,6,4,6.2,9.4,True,Phind,True,True,False,6,5
S0006,2025-01-26,17,Other,Brazil,11th,6,3,6.7,5.0,True,ChatGPT,True,False,False,8,8
S0006,2025-01-27,17,Other,Brazil,11th,8,3,6.8,7.9,False,None,False,False,True,7,4
S0006,2025-01-28,17,Other,Brazil,11th,8,3,5.0,4.2,True,ChatGPT,True,True,False,5,5
S0006,2025-01-29,17,Other,Brazil,11th,5,4,5.8,11.0,False,None,False,True,True,5,5
S0006,2025-01-30,17,Other,Brazil,11th,8,2,5.7,9.4,False,None,True,True,False,4,7
S0007,2025-01-01,17,Male,Brazil,9th,8,3,8.6,4.2,False,None,True,False,False,5,6
S0007,2025-01-02,17,Male,Brazil,9th,4,7,5.9,7.1,True,Grammarly,False,False,False,4,7
S0007,2025-01-03,17,Male,Brazil,9th,3,7,5.2,4.0,True,Gemini,False,False,False,9,8
S0007,2025-01-04,17,Male,Brazil,9th,7,3,8.0,2.8,True,ChatGPT,False,False,True,7,8
S0007,2025-01-05,17,Male,Brazil,9th,3,8,6.4,7.5,True,Grammarly,True,True,True,5,4
S0007,2025-01-06,17,Male,Brazil,9th,7,3,7.7,6.2,False,None,True,True,False,3,7
S0007,2025-01-07,17,Male,Brazil,9th,7,4,10.3,8.0,True,EduChat,True,True,False,6,7
S0007,2025-01-08,17,Male,Brazil,9th,7,2,5.4,6.7,True,EduChat,False,True,False,3,4
S0007,2025-01-09,17,Male,Brazil,9th,4,7,8.2,3.4,False,None,False,False,True,9,5
S0007,2025-01-10,17,Male,Brazil,9th,8,3,6.6,3.7,True,Gemini,True,False,False,8,6
S0007,2025-01-11,17,Male,Brazil,9th,3,7,7.7,10.4,True,EduChat,False,True,False,8,7
S0007,2025-01-12,17,Male,Brazil,9th,6,4,9.0,8.7,True,ChatGPT,False,False,False,4,6
S0007,2025-01-13,17,Male,Brazil,9th,7,3,5.8,6.6,False,None,True,False,False,3,7
S0007,2025-01-14,17,Male,Brazil,9th,6,5,8.8,1.9,False,None,True,True,True,8,9
S0007,2025-01-15,17,Male,Brazil,9th,6,4,6.3,7.3,True,Phind,False,False,True,6,7
S0007,2025-01-16,17,Male,Brazil,9th,7,2,3.2,7.9,True,Gemini,False,False,False,4,5
S0007,2025-01-17,17,Male,Brazil,9th,4,5,7.3,6.1,False,None,False,False,True,4,9
S0007,2025-01-18,17,Male,Brazil,9th,3,8,6.2,6.5,True,ChatGPT,False,False,True,4,4
S0007,2025-01-19,17,Male,Brazil,9th,5,4,8.5,2.4,True,Gemini,False,True,False,3,9
S0007,2025-01-20,17,Male,Brazil,9th,6,3,5.9,7.8,False,None,True,False,True,5,4
S0007,2025-01-21,17,Male,Brazil,9th,8,3,3.6,7.2,False,None,False,False,True,6,5
S0007,2025-01-22,17,Male,Brazil,9th,8,1,6.1,7.3,False,None,False,False,False,6,6
S0007,2025-01-23,17,Male,Brazil,9th,7,2,5.8,5.8,False,None,False,False,True,7,8
S0007,2025-01-24,17,Male,Brazil,9th,8,2,6.8,7.8,True,Grammarly,True,False,False,6,5
S0007,2025-01-25,17,Male,Brazil,9th,3,7,6.6,3.8,False,None,False,False,True,8,4
S0007,2025-01-26,17,Male,Brazil,9th,3,6,6.3,8.2,True,Phind,True,False,False,9,4
S0007,2025-01-27,17,Male,Brazil,9th,4,7,7.4,7.4,True,Grammarly,True,False,True,4,5
S0007,2025-01-28,17,Male,Brazil,9th,6,4,8.1,7.9,True,Grammarly,False,False,False,5,8
S0007,2025-01-29,17,Male,Brazil,9th,7,3,5.5,7.7,False,None,False,False,False,3,5
S0007,2025-01-30,17,Male,Brazil,9th,4,6,7.0,8.0,True,EduChat,False,False,True,9,9
S0008,2025-01-01,16,Male,India,10th,7,4,7.6,6.1,True,EduChat,True,True,False,7,6
S0008,2025-01-02,16,Male,India,10th,3,8,7.1,4.5,True,Grammarly,False,True,False,9,5
S0008,2025-01-03,16,Male,India,10th,3,8,6.2,7.2,True,Grammarly,True,True,False,8,5
S0008,2025-01-04,16,Male,India,10th,4,5,5.3,7.1,True,ChatGPT,False,False,False,8,8
S0008,2025-01-05,16,Male,India,10th,7,4,5.8,6.5,False,None,True,False,True,9,9
S0008,2025-01-06,16,Male,India,10th,9,1,5.8,7.4,True,Notion AI,True,True,True,6,8
S0008,2025-01-07,16,Male,India,10th,7,4,5.2,4.5,True,Gemini,False,False,True,6,7
S0008,2025-01-08,16,Male,India,10th,3,7,8.2,7.3,False,None,True,False,False,5,4
S0008,2025-01-09,16,Male,India,10th,4,5,8.5,9.0,False,None,False,False,True,4,4
S0008,2025-01-10,16,Male,India,10th,3,7,9.2,6.4,True,EduChat,True,False,False,7,5
S0008,2025-01-11,16,Male,India,10th,6,5,6.0,8.2,True,Phind,False,False,True,3,6
S0008,2025-01-12,16,Male,India,10th,7,4,5.1,6.6,True,Gemini,True,True,True,5,4
S0008,2025-01-13,16,Male,India,10th,9,2,6.2,7.6,False,None,False,False,False,5,9
S0008,2025-01-14,16,Male,India,10th,3,8,5.4,2.4,False,None,True,True,False,3,5
S0008,2025-01-15,16,Male,India,10th,5,4,4.4,2.5,False,None,False,True,False,6,9
S0008,2025-01-16,16,Male,India,10th,9,1,5.9,9.0,True,ChatGPT,True,False,True,5,5
S0008,2025-01-17,16,Male,India,10th,5,4,5.3,7.9,False,None,True,False,False,6,4
S0008,2025-01-18,16,Male,India,10th,8,3,5.1,7.1,True,Notion AI,False,False,True,8,6
S0008,2025-01-19,16,Male,India,10th,3,8,9.0,8.0,True,Notion AI,False,False,True,3,8
S0008,2025-01-20,16,Male,India,10th,6,5,4.8,5.5,True,EduChat,True,False,False,5,7
S0008,2025-01-21,16,Male,India,10th,4,6,6.3,6.7,True,Notion AI,True,False,True,6,9
S0008,2025-01-22,16,Male,India,10th,9,1,7.3,9.4,False,None,True,False,True,4,5
S0008,2025-01-23,16,Male,India,10th,6,4,9.6,5.1,False,None,True,False,False,3,6
S0008,2025-01-24,16,Male,India,10th,4,6,8.3,6.4,False,None,True,False,False,4,4
S0008,2025-01-25,16,Male,India,10th,3,7,5.9,10.3,True,Notion AI,False,False,True,3,7
S0008,2025-01-26,16,Male,India,10th,8,3,6.4,3.9,False,None,True,False,True,7,7
S0008,2025-01-27,16,Male,India,10th,9,1,9.9,2.6,True,Gemini,False,False,True,8,4
S0008,2025-01-28,16,Male,India,10th,7,3,5.8,4.7,False,None,False,False,True,6,8
S0008,2025-01-29,16,Male,India,10th,9,1,6.7,8.7,True,Grammarly,False,False,False,3,5
S0008,2025-01-30,16,Male,India,10th,5,5,5.9,4.1,True,ChatGPT,False,True,False,8,6
S0009,2025-01-01,15,Male,UK,11th,5,4,6.7,2.7,True,Notion AI,False,True,False,5,9
S0009,2025-01-02,15,Male,UK,11th,7,2,4.9,5.5,True,Grammarly,True,False,True,5,5
S0009,2025-01-03,15,Male,UK,11th,3,8,7.3,10.8,False,None,False,False,False,8,7
S0009,2025-01-04,15,Male,UK,11th,5,5,4.1,6.3,False,None,True,True,False,9,9
S0009,2025-01-05,15,Male,UK,11th,6,4,6.0,7.1,False,None,False,False,True,6,4
S0009,2025-01-06,15,Male,UK,11th,9,2,7.3,8.4,True,Grammarly,True,False,False,8,7
S0009,2025-01-07,15,Male,UK,11th,3,8,9.8,3.6,True,Phind,False,False,False,3,7
S0009,2025-01-08,15,Male,UK,11th,5,4,6.1,4.4,False,None,False,False,False,6,7
S0009,2025-01-09,15,Male,UK,11th,4,7,5.7,6.2,True,Grammarly,True,False,True,9,6
S0009,2025-01-10,15,Male,UK,11th,7,2,6.7,4.7,True,Notion AI,True,False,True,9,5
S0009,2025-01-11,15,Male,UK,11th,3,7,4.6,6.2,True,Phind,True,False,False,3,6
S0009,2025-01-12,15,Male,UK,11th,9,1,6.2,7.0,True,ChatGPT,True,False,True,3,5
S0009,2025-01-13,15,Male,UK,11th,6,4,6.2,9.7,True,Notion AI,False,False,True,7,6
S0009,2025-01-14,15,Male,UK,11th,5,4,3.9,7.7,True,Notion AI,True,False,True,4,5
S0009,2025-01-15,15,Male,UK,11th,8,2,5.6,7.1,False,None,True,True,False,5,7
S0009,2025-01-16,15,Male,UK,11th,9,1,6.7,9.0,True,Phind,False,False,False,5,8
S0009,2025-01-17,15,Male,UK,11th,4,5,8.3,8.0,False,None,True,False,True,3,6
S0009,2025-01-18,15,Male,UK,11th,4,6,5.0,7.9,False,None,False,True,True,7,6
S0009,2025-01-19,15,Male,UK,11th,9,1,5.4,10.2,True,Phind,False,False,True,4,7
S0009,2025-01-20,15,Male,UK,11th,4,7,5.5,6.3,True,ChatGPT,True,False,True,8,6
S0009,2025-01-21,15,Male,UK,11th,4,7,6.5,6.0,True,EduChat,True,True,False,8,7
S0009,2025-01-22,15,Male,UK,11th,6,5,7.7,5.1,True,EduChat,False,True,True,4,5
S0009,2025-01-23,15,Male,UK,11th,4,7,3.6,9.3,True,Grammarly,False,True,True,7,7
S0009,2025-01-24,15,Male,UK,11th,6,3,4.7,4.2,False,None,False,False,False,5,8
S0009,2025-01-25,15,Male,UK,11th,3,7,8.2,10.2,False,None,False,True,True,9,9
S0009,2025-01-26,15,Male,UK,11th,4,7,6.6,6.0,True,ChatGPT,True,False,True,8,6
S0009,2025-01-27,15,Male,UK,11th,5,4,8.0,8.2,True,Gemini,True,True,True,8,7
S0009,2025-01-28,15,Male,UK,11th,3,8,9.2,5.3,True,ChatGPT,True,True,False,7,4
S0009,2025-01-29,15,Male,UK,11th,5,5,5.2,9.2,False,None,False,False,False,6,8
S0009,2025-01-30,15,Male,UK,11th,7,4,4.4,10.8,True,Gemini,True,False,False,4,5
S0010,2025-01-01,17,Other,UK,10th,6,5,6.5,8.3,True,Grammarly,False,False,True,4,8
S0010,2025-01-02,17,Other,UK,10th,6,5,5.4,9.2,False,None,False,False,False,3,4
